,address,coef,street
19210,улица_Борисовские_Пруды_12к1,-5.61136,улица_Борисовские_Пруды
4328,улица_Борисовские_Пруды_10к6,-5.03485,улица_Борисовские_Пруды
25325,улица_Борисовские_Пруды_15к1,-3.4422,улица_Борисовские_Пруды
23889,улица_Борисовские_Пруды_16к5,-2.79406,улица_Борисовские_Пруды
18096,улица_Борисовские_Пруды_17к1,-4.61577,улица_Борисовские_Пруды
5820,улица_Борисовские_Пруды_8к1,-4.79612,улица_Борисовские_Пруды
6779,улица_Борисовские_Пруды_13к2,-2.78804,улица_Борисовские_Пруды
20973,улица_Борисовские_Пруды_24/2,-6.13823,улица_Борисовские_Пруды
3583,улица_Борисовские_Пруды_32,-4.76822,улица_Борисовские_Пруды
26272,улица_Борисовские_Пруды_14к2,-4.59972,улица_Борисовские_Пруды
23494,улица_Борисовские_Пруды_22к1,-3.55471,улица_Борисовские_Пруды
1244,улица_Борисовские_Пруды_10к1,-3.82782,улица_Борисовские_Пруды
16275,улица_Борисовские_Пруды_18к1,-6.31099,улица_Борисовские_Пруды
4393,улица_Борисовские_Пруды_16к3,-4.78888,улица_Борисовские_Пруды
2330,улица_Борисоглебская_Слобода_4к1,-0.937807,улица_Борисоглебская_Слобода
783,улица_Борисоглебская_Слобода_3к2,-0.346232,улица_Борисоглебская_Слобода
5032,улица_Борисоглебская_Слобода_7к1,-1.07903,улица_Борисоглебская_Слобода
25447,улица_Борисоглебская_Слобода_5,-1.84321,улица_Борисоглебская_Слобода
2542,улица_Борисоглебская_Слобода_4к2,-0.805542,улица_Борисоглебская_Слобода
12257,улица_Борисоглебская_Слобода_2,-0.793245,улица_Борисоглебская_Слобода
25363,улица_Борисоглебская_Слобода_6к2,-1.08416,улица_Борисоглебская_Слобода
8494,улица_Борисоглебская_Слобода_3к1,-1.30822,улица_Борисоглебская_Слобода
15391,улица_Бочкова_6к1,-2.54492,улица_Бочкова
12050,улица_Бочкова_11,-2.22115,улица_Бочкова
3142,улица_Бочкова_6к2,-2.96716,улица_Бочкова
15388,улица_Бочкова_8,-2.58628,улица_Бочкова
18759,улица_Бочкова_9,-3.17269,улица_Бочкова
18721,улица_Бочкова_8к1,2.15086,улица_Бочкова
10553,улица_Бочкова_5,-3.00248,улица_Бочкова
18722,улица_Бочкова_7,-1.92888,улица_Бочкова
9195,улица_Брусилова_15к1,-2.3247,улица_Брусилова
24602,улица_Брусилова_33к1,-5.02613,улица_Брусилова
21223,улица_Брусилова_27к1,-4.72752,улица_Брусилова
9840,улица_Брусилова_31,-2.7688,улица_Брусилова
10108,улица_Брусилова_27,-3.61775,улица_Брусилова
16806,улица_Брусилова_21,-5.22476,улица_Брусилова
1400,улица_Брусилова_35к1,-3.09049,улица_Брусилова
17674,улица_Брусилова_37к1,-3.24851,улица_Брусилова
11421,улица_Брусилова_9,-2.473,улица_Брусилова
24510,улица_Брусилова_27к2,-3.75396,улица_Брусилова
17819,улица_Брусилова_13,-1.43085,улица_Брусилова
6977,улица_Брусилова_27к3,-3.33155,улица_Брусилова
9404,улица_Брусилова_17,-4.62977,улица_Брусилова
11191,улица_Брусилова_11,-2.53212,улица_Брусилова
7137,улица_Брусилова_15,-2.47138,улица_Брусилова
7053,улица_Брусилова_39к1,-4.6958,улица_Брусилова
5589,улица_Буженинова_26/6,-1.74997,улица_Буженинова
4809,улица_Буженинова_22,-2.69435,улица_Буженинова
6076,улица_Буракова_17/2,-2.43212,улица_Буракова
12785,улица_Буракова_11к1,-3.21773,улица_Буракова
19613,улица_Буракова_1к1,-2.65435,улица_Буракова
12464,улица_Буракова_23,-2.9323,улица_Буракова
20924,улица_Буракова_25А,-0.62106,улица_Буракова
188,улица_Буракова_5к1,-2.42657,улица_Буракова
25721,улица_Буракова_13,-2.2139,улица_Буракова
20002,улица_Буракова_3к1,-2.19509,улица_Буракова
1070,улица_Буракова_21,-1.33728,улица_Буракова
12161,улица_Буракова_1к2,-1.75263,улица_Буракова
5477,улица_Буракова_7к2,-1.67187,улица_Буракова
22685,улица_Буракова_5к2,-2.51574,улица_Буракова
17542,улица_Буракова_11,-2.27346,улица_Буракова
16443,улица_Буракова_9,-2.26788,улица_Буракова
7481,улица_Буракова_19,-2.68857,улица_Буракова
3992,улица_Буракова_15/1,-2.0749,улица_Буракова
5578,улица_Буракова_3к2,-0.933665,улица_Буракова
23244,улица_Буракова_23А,-1.68575,улица_Буракова
25092,улица_Бурденко_16/12,1.37796,улица_Бурденко
6674,улица_Бурденко_10,2.59873,улица_Бурденко
16030,улица_Бурденко_3,6.63436,улица_Бурденко
11600,улица_Бурденко_14,0.646536,улица_Бурденко
11637,улица_Бурденко_8/1,0.821743,улица_Бурденко
12145,улица_Бурденко_11Ас2,-3.47593,улица_Бурденко
20757,улица_Бусиновская_Горка_1к1,-5.22419,улица_Бусиновская_Горка
2551,улица_Бусиновская_Горка_11к2,-2.80381,улица_Бусиновская_Горка
10738,улица_Бусиновская_Горка_11к3,-2.1785,улица_Бусиновская_Горка
15142,улица_Бусиновская_Горка_11к1,-1.93697,улица_Бусиновская_Горка
17527,улица_Бусиновская_Горка_1к2,-2.46555,улица_Бусиновская_Горка
7765,улица_Бутлерова_22,-3.13324,улица_Бутлерова
11249,улица_Бутлерова_14к2,-4.61591,улица_Бутлерова
9676,улица_Бутлерова_4к2,-3.04682,улица_Бутлерова
19478,улица_Бутлерова_38к1,-2.61577,улица_Бутлерова
24025,улица_Бутлерова_34к2,-2.47225,улица_Бутлерова
13281,улица_Бутлерова_2к2,-2.16511,улица_Бутлерова
18063,улица_Бутлерова_4к1,-4.417,улица_Бутлерова
6238,улица_Бутлерова_26к2,-2.50307,улица_Бутлерова
5023,улица_Бутлерова_16,-2.227,улица_Бутлерова
20791,улица_Бутлерова_30,-3.45673,улица_Бутлерова
3267,улица_Бутлерова_28,-1.77176,улица_Бутлерова
8489,улица_Бутлерова_2к1,-1.92856,улица_Бутлерова
410,улица_Бутлерова_10,-3.47089,улица_Бутлерова
26165,улица_Бутлерова_4,-4.99228,улица_Бутлерова
10625,улица_Бутлерова_26к1,-3.62149,улица_Бутлерова
9292,улица_Бутлерова_34к1,-1.48104,улица_Бутлерова
5485,улица_Бутлерова_36к2,-1.81155,улица_Бутлерова
671,улица_Бутлерова_18,-2.32148,улица_Бутлерова
22126,улица_Бутлерова_36к1,-2.13354,улица_Бутлерова
171,улица_Бутлерова_4к3,-4.91901,улица_Бутлерова
3135,улица_Бутлерова_38к4,-2.28852,улица_Бутлерова
2268,улица_Бутлерова_38к3,-4.47554,улица_Бутлерова
21580,улица_Бутлерова_14к1,-3.0473,улица_Бутлерова
10361,улица_Бутырский_Вал_68,-0.463354,улица_Бутырский_Вал
8418,улица_Бутырский_Вал_34,-3.01158,улица_Бутырский_Вал
13050,улица_Бутырский_Вал_48,-1.88796,улица_Бутырский_Вал
9506,улица_Бутырский_Вал_30,-2.78454,улица_Бутырский_Вал
17106,улица_Бутырский_Вал_32,-3.33419,улица_Бутырский_Вал
7353,улица_Бутырский_Вал_28,-3.3647,улица_Бутырский_Вал
1150,улица_Бутырский_Вал_52,-2.35173,улица_Бутырский_Вал
26858,улица_Бутырский_Вал_50,-1.707,улица_Бутырский_Вал
12629,улица_Вавилова_52к4,-2.5473,улица_Вавилова
239,улица_Вавилова_78,-1.96892,улица_Вавилова
5553,улица_Вавилова_77,-1.93779,улица_Вавилова
9625,улица_Вавилова_81,1.29929,улица_Вавилова
5256,улица_Вавилова_86,-5.06295,улица_Вавилова
7967,улица_Вавилова_74/22,-2.52292,улица_Вавилова
19153,улица_Вавилова_2,3.68314,улица_Вавилова
14903,улица_Вавилова_89,-2.01043,улица_Вавилова
2258,улица_Вавилова_6,-0.619925,улица_Вавилова
9618,улица_Вавилова_14,-2.45055,улица_Вавилова
11215,улица_Вавилова_49к1,-2.05853,улица_Вавилова
19410,улица_Вавилова_56,-1.03129,улица_Вавилова
24695,улица_Вавилова_49к2,-1.75125,улица_Вавилова
20514,улица_Вавилова_91к1,-3.74829,улица_Вавилова
21417,улица_Вавилова_45,-1.48634,улица_Вавилова
17464,улица_Вавилова_16,-2.15941,улица_Вавилова
22060,улица_Вавилова_58к2,-2.30192,улица_Вавилова
2377,улица_Вавилова_15,-2.66538,улица_Вавилова
20657,улица_Вавилова_54к2,-2.03336,улица_Вавилова
15344,улица_Вавилова_54к1,-1.01994,улица_Вавилова
24650,улица_Вавилова_47к2,-1.44566,улица_Вавилова
10312,улица_Вавилова_54к4,1.04078,улица_Вавилова
19234,улица_Вавилова_60к3,-2.65133,улица_Вавилова
14908,улица_Вавилова_17,-3.73363,улица_Вавилова
20216,улица_Вавилова_93,-2.55917,улица_Вавилова
194,улица_Вавилова_47к1,-1.63199,улица_Вавилова
8306,улица_Вавилова_97,4.0863,улица_Вавилова
9418,улица_Вавилова_37А,-1.03592,улица_Вавилова
11296,улица_Вавилова_35к1,-0.913209,улица_Вавилова
18351,улица_Вавилова_44к3,-2.36333,улица_Вавилова
18430,улица_Вавилова_43,-1.85958,улица_Вавилова
18077,улица_Вавилова_82,-1.9129,улица_Вавилова
25754,улица_Вавилова_80,-1.99621,улица_Вавилова
9946,улица_Вавилова_60к2,-1.33812,улица_Вавилова
17347,улица_Вавилова_8,-4.22774,улица_Вавилова
18201,улица_Вавилова_35к2,-2.05663,улица_Вавилова
2455,улица_Вавилова_53к3,-0.346788,улица_Вавилова
5719,улица_Вавилова_79к1,5.16787,улица_Вавилова
19010,улица_Вавилова_10,-1.79138,улица_Вавилова
21047,улица_Вавилова_72/13,-2.12134,улица_Вавилова
24427,улица_Вавилова_81к1,4.61566,улица_Вавилова
4439,улица_Вавилова_75,-2.08922,улица_Вавилова
15438,улица_Вавилова_18,-1.76913,улица_Вавилова
8190,улица_Вавилова_73,-2.92568,улица_Вавилова
24585,улица_Вавилова_84к4,-2.80205,улица_Вавилова
17616,улица_Вавилова_58к1,-2.6167,улица_Вавилова
13361,улица_Вавилова_25,-2.28458,улица_Вавилова
8506,улица_Вавилова_60к1,-2.50058,улица_Вавилова
12289,улица_Вавилова_55/7,-2.62419,улица_Вавилова
15204,улица_Вавилова_48,-3.55873,улица_Вавилова
14321,улица_Вавилова_70к3,-1.77713,улица_Вавилова
4084,улица_Вавилова_46,-4.56129,улица_Вавилова
21105,улица_Вавилова_20,-1.55433,улица_Вавилова
17281,улица_Вавилова_17А,-1.98368,улица_Вавилова
18566,улица_Вавилова_12,-2.10332,улица_Вавилова
3190,улица_Вавилова_70к2,-2.67219,улица_Вавилова
12298,улица_Вавилова_95,-2.86947,улица_Вавилова
6157,улица_Вавилова_70к1,-2.60356,улица_Вавилова
6936,улица_Вавилова_44к4,-1.53443,улица_Вавилова
2522,улица_Вавилова_56к1,-2.79895,улица_Вавилова
548,улица_Василисы_Кожиной_14к1,-2.78207,улица_Василисы_Кожиной
22662,улица_Василисы_Кожиной_16к3,-2.71943,улица_Василисы_Кожиной
18182,улица_Василисы_Кожиной_14к2,-2.431,улица_Василисы_Кожиной
2904,улица_Василисы_Кожиной_22,-1.33326,улица_Василисы_Кожиной
6364,улица_Василисы_Кожиной_12,-2.14441,улица_Василисы_Кожиной
1147,улица_Василисы_Кожиной_16к1,-1.84548,улица_Василисы_Кожиной
21673,улица_Василисы_Кожиной_8к2,-3.1414,улица_Василисы_Кожиной
10019,улица_Василисы_Кожиной_10,-1.30172,улица_Василисы_Кожиной
24209,улица_Василисы_Кожиной_20с1,-1.12953,улица_Василисы_Кожиной
4154,улица_Василисы_Кожиной_14к7,-4.0168,улица_Василисы_Кожиной
4099,улица_Василисы_Кожиной_14к6,-3.11316,улица_Василисы_Кожиной
7756,улица_Василисы_Кожиной_14к3,-2.31279,улица_Василисы_Кожиной
18576,улица_Василисы_Кожиной_24к2,-1.73686,улица_Василисы_Кожиной
4220,улица_Василисы_Кожиной_6к2,-2.55587,улица_Василисы_Кожиной
5109,улица_Василисы_Кожиной_24к1,-2.44332,улица_Василисы_Кожиной
1472,улица_Василисы_Кожиной_18,-2.70761,улица_Василисы_Кожиной
23240,улица_Василисы_Кожиной_8к1,-2.12605,улица_Василисы_Кожиной
22728,улица_Василисы_Кожиной_6к1,-4.75508,улица_Василисы_Кожиной
2451,улица_Василисы_Кожиной_4,-1.9828,улица_Василисы_Кожиной
1373,улица_Василисы_Кожиной_26,-2.66934,улица_Василисы_Кожиной
14147,улица_Василисы_Кожиной_8к3,-3.15944,улица_Василисы_Кожиной
13196,улица_Василия_Ботылёва_37,-0.962416,улица_Василия_Ботылёва
9937,улица_Василия_Ботылёва_2,-0.72453,улица_Василия_Ботылёва
23444,улица_Василия_Ботылёва_6,-2.02535,улица_Василия_Ботылёва
25670,улица_Василия_Ботылёва_11,-0.345497,улица_Василия_Ботылёва
24245,улица_Василия_Ботылёва_33,-1.49277,улица_Василия_Ботылёва
12520,улица_Василия_Ботылёва_14,-1.81769,улица_Василия_Ботылёва
24440,улица_Василия_Ботылёва_8,-0.585707,улица_Василия_Ботылёва
24778,улица_Василия_Ботылёва_4,-0.345222,улица_Василия_Ботылёва
20355,улица_Василия_Петушкова_19,-2.22664,улица_Василия_Петушкова
23563,улица_Василия_Петушкова_9,-3.55041,улица_Василия_Петушкова
18216,улица_Василия_Петушкова_17,-4.91484,улица_Василия_Петушкова
11272,улица_Василия_Петушкова_13к1,-2.4278,улица_Василия_Петушкова
17567,улица_Василия_Петушкова_11,-3.28006,улица_Василия_Петушкова
11023,улица_Василия_Петушкова_15,-3.47474,улица_Василия_Петушкова
13553,улица_Василия_Петушкова_20,-1.9009,улица_Василия_Петушкова
16121,улица_Василия_Петушкова_23,-2.97093,улица_Василия_Петушкова
15761,улица_Василия_Петушкова_20к1,-1.14798,улица_Василия_Петушкова
4945,улица_Василия_Петушкова_21к2,-3.55775,улица_Василия_Петушкова
4588,улица_Василия_Петушкова_7,-4.97006,улица_Василия_Петушкова
6391,улица_Васильцовский_Стан_3к1,-4.64766,улица_Васильцовский_Стан
24294,улица_Васильцовский_Стан_5к1,-4.95908,улица_Васильцовский_Стан
6842,улица_Васильцовский_Стан_10к1,-4.35653,улица_Васильцовский_Стан
21594,улица_Васильцовский_Стан_7к1,-4.93573,улица_Васильцовский_Стан
12457,улица_Васильцовский_Стан_5к2,-5.01736,улица_Васильцовский_Стан
423,улица_Ватутина_4к2,-1.80709,улица_Ватутина
12094,улица_Ватутина_7к2,-3.08683,улица_Ватутина
15425,улица_Ватутина_4к1,-2.43457,улица_Ватутина
7747,улица_Ватутина_13к1,-2.08865,улица_Ватутина
24835,улица_Ватутина_7к1,-1.87757,улица_Ватутина
13091,улица_Ватутина_14к1,-1.55956,улица_Ватутина
19679,улица_Ватутина_14к3,-1.17825,улица_Ватутина
18279,улица_Ватутина_18,0.685294,улица_Ватутина
712,улица_Ватутина_3к2,-1.0738,улица_Ватутина
21461,улица_Ватутина_14к2,-1.58765,улица_Ватутина
12122,улица_Ватутина_9,-1.21931,улица_Ватутина
8402,улица_Ватутина_12к2,-1.33872,улица_Ватутина
14830,улица_Ватутина_13к2,-1.73001,улица_Ватутина
22252,улица_Ватутина_3к1,-1.55388,улица_Ватутина
4783,улица_Ватутина_18к2,3.03981,улица_Ватутина
2232,улица_Ватутина_2к1,-1.79514,улица_Ватутина
24570,улица_Ватутина_13к3,-1.75439,улица_Ватутина
18449,улица_Ватутина_2к2,-2.12728,улица_Ватутина
26898,улица_Ватутина_5к1,-1.67523,улица_Ватутина
76,улица_Ватутина_5к2,-1.72142,улица_Ватутина
20349,улица_Ватутина_12к1,-2.1052,улица_Ватутина
25301,улица_Введенского_20к2,-3.34138,улица_Введенского
19703,улица_Введенского_22к1,-4.48202,улица_Введенского
25891,улица_Введенского_13к4,-1.99966,улица_Введенского
12149,улица_Введенского_30к2,-3.06474,улица_Введенского
22566,улица_Введенского_5к1,-2.22421,улица_Введенского
9119,улица_Введенского_19к2,-1.60322,улица_Введенского
20819,улица_Введенского_20к1,-2.78275,улица_Введенского
20198,улица_Введенского_26к2,-2.48655,улица_Введенского
17959,улица_Введенского_11к2,-2.47596,улица_Введенского
1906,улица_Введенского_24к2,-2.03802,улица_Введенского
17660,улица_Введенского_13к3,-1.87344,улица_Введенского
6251,улица_Введенского_27к2,-4.99278,улица_Введенского
25762,улица_Введенского_21,-2.67447,улица_Введенского
18945,улица_Введенского_12к2,-4.48671,улица_Введенского
449,улица_Введенского_19к1,-2.6232,улица_Введенского
17278,улица_Введенского_15к3,-1.29987,улица_Введенского
16802,улица_Введенского_26к1,-2.13801,улица_Введенского
12627,улица_Введенского_31к2,-2.83783,улица_Введенского
19183,улица_Введенского_30к1,-2.57461,улица_Введенского
11075,улица_Введенского_5к2,-1.85675,улица_Введенского
21433,улица_Введенского_11к3,-1.25823,улица_Введенского
1064,улица_Введенского_22к2,-2.74641,улица_Введенского
21434,улица_Введенского_26к3,-3.32516,улица_Введенского
18812,улица_Введенского_17к2,-1.23044,улица_Введенского
16927,улица_Введенского_15к2,-2.2511,улица_Введенского
6092,улица_Введенского_24,-3.83879,улица_Введенского
8392,улица_Введенского_11к1,-1.72604,улица_Введенского
14680,улица_Введенского_23к2,-3.30953,улица_Введенского
21725,улица_Введенского_13к2,-2.34229,улица_Введенского
2993,улица_Введенского_15к1,-2.20125,улица_Введенского
13181,улица_Введенского_10к2,-1.82093,улица_Введенского
69,улица_Введенского_17к1,-1.91473,улица_Введенского
12744,улица_Введенского_10к1,-3.0555,улица_Введенского
23252,улица_Введенского_24к1,-3.89893,улица_Введенского
19280,улица_Введенского_12к1,-3.71888,улица_Введенского
9835,улица_Введенского_31к1,-3.03358,улица_Введенского
12401,улица_Введенского_32,-2.6639,улица_Введенского
25708,улица_Введенского_15к4,-1.74838,улица_Введенского
1992,улица_Введенского_15к6,-0.613832,улица_Введенского
15352,улица_Введенского_13к1,-2.5171,улица_Введенского
7238,улица_Введенского_15к5,-1.09576,улица_Введенского
7254,улица_Введенского_5к3,-0.577126,улица_Введенского
11708,улица_Вересаева_10,0.0294428,улица_Вересаева
23932,улица_Вересаева_14,-1.54765,улица_Вересаева
13918,улица_Вересаева_18,-1.96393,улица_Вересаева
12324,улица_Вересаева_6,5.44832,улица_Вересаева
1220,улица_Вересаева_8,-1.15011,улица_Вересаева
21664,улица_Вересаева_12,-0.00953059,улица_Вересаева
22554,улица_Вересаева_16,-2.1302,улица_Вересаева
4313,улица_Вересаева_17,-1.0587,улица_Вересаева
14790,улица_Вересаева_13,3.33527,улица_Вересаева
18714,улица_Верземнека_2Ас1,-1.69383,улица_Верземнека
18453,улица_Верземнека_3,-2.53136,улица_Верземнека
17690,улица_Верземнека_2,-2.71612,улица_Верземнека
26731,улица_Верземнека_7,-2.20154,улица_Верземнека
22507,улица_Верземнека_6,-2.86502,улица_Верземнека
7155,улица_Верземнека_5,-1.83174,улица_Верземнека
245,улица_Вертолётчиков_9к2,-6.38223,улица_Вертолётчиков
25862,улица_Вертолётчиков_13,-6.30244,улица_Вертолётчиков
17298,улица_Вертолётчиков_1,-6.36927,улица_Вертолётчиков
18183,улица_Вертолётчиков_5к1,-6.54386,улица_Вертолётчиков
8712,улица_Вертолётчиков_7к2,-2.74616,улица_Вертолётчиков
23218,улица_Вертолётчиков_7к1,-5.03673,улица_Вертолётчиков
4229,улица_Вертолётчиков_11,-6.52223,улица_Вертолётчиков
18889,улица_Вертолётчиков_9к1,-6.32558,улица_Вертолётчиков
844,улица_Верхние_Поля_15к1,-1.47612,улица_Верхние_Поля
21488,улица_Верхние_Поля_9к1,-3.01977,улица_Верхние_Поля
18506,улица_Верхние_Поля_36к2,-4.62684,улица_Верхние_Поля
13661,улица_Верхние_Поля_5к1,-1.8879,улица_Верхние_Поля
7272,улица_Верхние_Поля_17к2,-1.12174,улица_Верхние_Поля
8747,улица_Верхние_Поля_9к2,-2.66242,улица_Верхние_Поля
17118,улица_Верхние_Поля_35к5,-4.42184,улица_Верхние_Поля
17919,улица_Верхние_Поля_3к3,-2.26184,улица_Верхние_Поля
22673,улица_Верхние_Поля_45к2,-5.71315,улица_Верхние_Поля
21179,улица_Верхние_Поля_45к4,-5.58633,улица_Верхние_Поля
14114,улица_Верхние_Поля_37к2,-4.0219,улица_Верхние_Поля
11448,улица_Верхние_Поля_28,-5.71143,улица_Верхние_Поля
20383,улица_Верхние_Поля_3,-5.17122,улица_Верхние_Поля
13030,улица_Верхние_Поля_19к2,-0.82292,улица_Верхние_Поля
1923,улица_Верхние_Поля_7к1,-0.827976,улица_Верхние_Поля
11288,улица_Верхние_Поля_13к2,-0.933882,улица_Верхние_Поля
14051,улица_Верхние_Поля_33к1,-4.63664,улица_Верхние_Поля
24840,улица_Верхние_Поля_5к3,-3.30539,улица_Верхние_Поля
26479,улица_Верхние_Поля_3к2,-2.38467,улица_Верхние_Поля
22360,улица_Верхние_Поля_4,-4.31011,улица_Верхние_Поля
11905,улица_Верхние_Поля_6,-4.39137,улица_Верхние_Поля
5293,улица_Верхние_Поля_49к1,-5.71094,улица_Верхние_Поля
17683,улица_Верхние_Поля_10,-4.62769,улица_Верхние_Поля
16666,улица_Верхние_Поля_45к1,-6.38356,улица_Верхние_Поля
3037,улица_Верхние_Поля_24,-1.4865,улица_Верхние_Поля
16880,улица_Верхние_Поля_7к3,-3.08681,улица_Верхние_Поля
21499,улица_Верхние_Поля_17к1,-0.347088,улица_Верхние_Поля
17915,улица_Верхние_Поля_31к3,-2.31038,улица_Верхние_Поля
1365,улица_Верхние_Поля_37к1,-3.09631,улица_Верхние_Поля
10415,улица_Верхние_Поля_8,-2.31303,улица_Верхние_Поля
10165,улица_Верхние_Поля_38к1,-2.9808,улица_Верхние_Поля
20415,улица_Верхние_Поля_42к1,-5.98429,улица_Верхние_Поля
15364,улица_Верхние_Поля_35к2,-2.70481,улица_Верхние_Поля
516,улица_Верхние_Поля_16к1,-2.56106,улица_Верхние_Поля
18290,улица_Верхние_Поля_19к1,-0.787937,улица_Верхние_Поля
10035,улица_Верхние_Поля_18,-3.78799,улица_Верхние_Поля
2532,улица_Верхние_Поля_49к2,-5.33948,улица_Верхние_Поля
21435,улица_Верхние_Поля_7к2,-3.71487,улица_Верхние_Поля
10649,улица_Верхние_Поля_35к1,-4.27561,улица_Верхние_Поля
2081,улица_Верхние_Поля_1,-3.19607,улица_Верхние_Поля
13482,улица_Верхние_Поля_13к1,-1.14523,улица_Верхние_Поля
16995,улица_Верхние_Поля_40к1,-4.68796,улица_Верхние_Поля
3826,улица_Верхние_Поля_35к4,-4.69901,улица_Верхние_Поля
6603,улица_Верхние_Поля_35к3,-4.28938,улица_Верхние_Поля
8236,улица_Верхняя_Масловка_6,-1.56098,улица_Верхняя_Масловка
25276,улица_Верхняя_Масловка_27к1,-0.595182,улица_Верхняя_Масловка
22530,улица_Верхняя_Масловка_5,-2.15121,улица_Верхняя_Масловка
2661,улица_Верхняя_Масловка_3,-1.69329,улица_Верхняя_Масловка
19143,улица_Верхняя_Масловка_29,-2.08872,улица_Верхняя_Масловка
24454,улица_Верхняя_Масловка_21,-1.80083,улица_Верхняя_Масловка
5623,улица_Верхняя_Масловка_8,-2.0171,улица_Верхняя_Масловка
4057,улица_Верхняя_Масловка_9,-0.618715,улица_Верхняя_Масловка
9886,улица_Верхняя_Масловка_4,-1.18366,улица_Верхняя_Масловка
7714,улица_Верхняя_Масловка_7,-2.05454,улица_Верхняя_Масловка
26463,улица_Верхняя_Масловка_2,-1.73481,улица_Верхняя_Масловка
2805,улица_Верхняя_Масловка_16,-2.28455,улица_Верхняя_Масловка
14073,улица_Верхняя_Масловка_24,-2.67715,улица_Верхняя_Масловка
18925,улица_Верхняя_Масловка_20,3.31968,улица_Верхняя_Масловка
15335,улица_Верхняя_Масловка_11,-2.74016,улица_Верхняя_Масловка
16759,улица_Верхняя_Масловка_28к2,1.36418,улица_Верхняя_Масловка
6725,улица_Верхняя_Масловка_22,-2.44245,улица_Верхняя_Масловка
18859,улица_Верхняя_Масловка_10,-1.85042,улица_Верхняя_Масловка
753,улица_Верхняя_Масловка_25к1,1.51919,улица_Верхняя_Масловка
10956,улица_Верхняя_Масловка_12,-2.17843,улица_Верхняя_Масловка
15510,улица_Верхняя_Масловка_28,2.53064,улица_Верхняя_Масловка
704,улица_Верхняя_Масловка_27к2,-1.82374,улица_Верхняя_Масловка
19849,улица_Верхняя_Хохловка_15,-1.33705,улица_Верхняя_Хохловка
4871,улица_Верхняя_Хохловка_33,-2.72722,улица_Верхняя_Хохловка
21084,улица_Верхняя_Хохловка_31,-1.37318,улица_Верхняя_Хохловка
4658,улица_Верхняя_Хохловка_39/47,-2.6193,улица_Верхняя_Хохловка
14826,улица_Верхняя_Хохловка_43,-1.23297,улица_Верхняя_Хохловка
19942,улица_Верхняя_Хохловка_41,-2.17725,улица_Верхняя_Хохловка
17582,улица_Вешних_Вод_2к1,-1.19565,улица_Вешних_Вод
18438,улица_Вешних_Вод_8к2,-2.24057,улица_Вешних_Вод
2859,улица_Вешних_Вод_2,-3.23157,улица_Вешних_Вод
12934,улица_Вешних_Вод_8к3,-4.43144,улица_Вешних_Вод
20247,улица_Вешних_Вод_6к2,-2.10211,улица_Вешних_Вод
22485,улица_Вешних_Вод_2к3,-1.16844,улица_Вешних_Вод
5033,улица_Вешних_Вод_8к1,-4.67553,улица_Вешних_Вод
20990,улица_Вешних_Вод_2к4,-0.943106,улица_Вешних_Вод
10122,улица_Вешних_Вод_2к2,-4.64979,улица_Вешних_Вод
9287,улица_Вешних_Вод_2к6,-2.30291,улица_Вешних_Вод
2065,улица_Вешних_Вод_6к1,-2.31666,улица_Вешних_Вод
9294,улица_Викторенко_4к1,5.29124,улица_Викторенко
22110,улица_Викторенко_8А,-0.12409,улица_Викторенко
8589,улица_Викторенко_12/1,-1.67841,улица_Викторенко
17892,улица_Викторенко_3,-1.78356,улица_Викторенко
2600,улица_Викторенко_12,-2.47893,улица_Викторенко
601,улица_Вилиса_Лациса_39,-2.5617,улица_Вилиса_Лациса
14625,улица_Вилиса_Лациса_1,-2.97201,улица_Вилиса_Лациса
25010,улица_Вилиса_Лациса_25к2,-1.29046,улица_Вилиса_Лациса
3097,улица_Вилиса_Лациса_9к2,-2.889,улица_Вилиса_Лациса
3107,улица_Вилиса_Лациса_35,-2.99242,улица_Вилиса_Лациса
9245,улица_Вилиса_Лациса_3к1,-3.26947,улица_Вилиса_Лациса
14567,улица_Вилиса_Лациса_17к1,-2.07094,улица_Вилиса_Лациса
2155,улица_Вилиса_Лациса_27к2,-2.5736,улица_Вилиса_Лациса
1446,улица_Вилиса_Лациса_27к1,-2.49008,улица_Вилиса_Лациса
24077,улица_Вилиса_Лациса_11к4,-3.53332,улица_Вилиса_Лациса
13546,улица_Вилиса_Лациса_5к1,-2.95252,улица_Вилиса_Лациса
13909,улица_Вилиса_Лациса_25,-4.75919,улица_Вилиса_Лациса
7943,улица_Вилиса_Лациса_13к1,-1.7311,улица_Вилиса_Лациса
16454,улица_Вилиса_Лациса_9к1,-2.42188,улица_Вилиса_Лациса
25827,улица_Вилиса_Лациса_31к1,-3.08485,улица_Вилиса_Лациса
14644,улица_Вилиса_Лациса_21к3,-1.35228,улица_Вилиса_Лациса
14985,улица_Вилиса_Лациса_37к1,-2.88943,улица_Вилиса_Лациса
17064,улица_Вилиса_Лациса_7к1,-4.23039,улица_Вилиса_Лациса
11515,улица_Вилиса_Лациса_23к4,-2.52382,улица_Вилиса_Лациса
19518,улица_Вилиса_Лациса_9к3,-3.62373,улица_Вилиса_Лациса
14350,улица_Вилиса_Лациса_1к1,-3.29147,улица_Вилиса_Лациса
424,улица_Вилиса_Лациса_21к4,-0.964285,улица_Вилиса_Лациса
21162,улица_Вилиса_Лациса_21к2,-3.53326,улица_Вилиса_Лациса
